song_name,average_ms_played
Champion - Remix,2879.0
Champion Sound - Radio Edit,77077.0
Champions,3002.6666666666665
Chandelier,58564.13636363636
Chandelier - Live from The Village,87082.0
Chandelier - Ukulele Version,62143.0
Chanel,10123.0
Chanel (Go Get It) [feat. Gunna & Lil Baby],16038.0
Chanel No.5,81296.5
Change,25717.032258064515
Change My Tune,80014.67741935483
Change My Tune - Acoustic,127551.0
Change Your Life,5856.0
Change Your Mind,39742.708333333336
Change Your Mind (No Seas Cortes),1369.5
Change Your Name,27120.0
Change the World,3599.0
Changed the Locks,223853.0
Changes,110567.2
Changes - 2015 Remaster,1021.0
"Changes In Latitudes, Changes In Attitudes",57622.71428571428
Changing Lives,2581.0
Changing of the Seasons,0.0
Chantaje,34187.0
Chantaje (feat. Maluma),7699.0
Chantilly Lace,53559.0
Chaotic,122414.0
Chapel Of Love,16834.0
Chapel of Love,24926.0
Chapter 54,251571.0
Chapter Of The Forest,1346.0
Chapters,118553.0
Chariot,136072.64197530865
Chariot - Stripped Version,0.0
Charleston Girl (Live),120208.0
Charlie Boy,213589.77777777778
Charlie Boy (Live from CO),111436.0
Charming Mess,7407.0
Chaser,1044.0
Chasin' (feat. Meghan Trainor),213.0
Chasin' Me,1130.0
Chasin' You,39810.0
Chasing After You,22895.454545454544
Chasing After You (with Maren Morris),71003.66666666667
Chasing Cars,52535.73333333333
Chasing Colors (feat. Noah Cyrus),21290.6
Chasing Fire,106116.0
Chasing Gold,11563.0
Chasing Hearts - Radio Edit,10147.0
Chasing Parties,5410.0
Chasing Pavements,47590.45
Chasing Stars (feat. James Bay) [Stripped],38661.0
Chasing The Whos,105511.0
Chasing The Whos - Original Broadway Cast Recording,34500.333333333336
Chateau,141700.5
Chattahoochee,2414.5
Chattanooga Lucy,2484.0
Cheap Date,5148.0
Cheap Queen,882.25
Cheap Thrills,89425.5
Cheap Thrills (feat. Sean Paul),155171.78881987577
Cheap Thrills Remix (feat. Nicky Jam),14535.0
Cheaper To Drink Alone,27944.5
"Cheater, Cheater",5866.2
Cheating on U,800.5
Cheatin’ Songs,719.0
Check It Out,0.0
"Check Yes, Juliet",92603.5
Check Yo Self,37705.0
Check Your Head - Acoustic,3575.0
Checkmate,34154.0
Cheek To Cheek,6554.615384615385
Cheek to Cheek,11192.0
Cheerleader,90633.41666666667
Cheerleader (Felix Jaehn Remix) - Radio Edit,180021.0
Cheerleader (OMI Cover),15046.0
Cheerleader - Felix Jaehn Remix Radio Edit,80426.29411764706
Cheers,24218.0
Cheers (Drink To That),88096.3375
Cheers to the Fall,2008.0
Cheeseburger In Paradise,29685.666666666668
Chelsea Dagger,130631.6
Chemical,4306.625
Chemicals,25476.4
Chemicals - Acoustic,63048.0
Chemicals React (A&A Version),8618.0
Chemin d'or,8823.0
Chemtrails Over The Country Club,180452.91666666666
Cherry,47620.23333333333
Cherry (feat. Hayley Kiyoko),29494.333333333332
Cherry Blossom,725.0
Cherry Bomb,9443.333333333334
Cherry Cherry,46874.0
Cherry Wine,84181.14285714286
Cherry Wine - Live,181828.918699187
Cherry Wine - Live from Spotify SXSW 2014,179318.44444444444
"Cherry Wine - Live in Greystones, County Wicklow - Spring 2014",240147.0
"Cherry, Cherry",852.0
Chess,1880.0
Chevy Van,1764.0
Cheyenne,16501.333333333332
Chi Chi Bon Bon (feat. Osmani Garcia),67244.5
Chicago,176966.10619469028
Chicago - Acoustic,2507.0
Chicago - Live,1787.0
Chicken Fried,79099.90909090909
Chicken Fried - Live; Pass the Jar - Zac Brown Band and Friends Live from the Fabulous Fox Theatre in Atlanta,1253.0
Chicken Noodle Soup (feat. Becky G),27028.0
Chickens,59791.416666666664
Chickens - Cabin Sessions,211317.0
Chihiro,192917.5
Child of Mine,10611.0
Childhood,346683.0
Children at Play,107573.5
Chill Bill (feat. J. Davi$ & Spooks),42631.5
Chill Tonight,3738.0
Chilled Madness,137142.0
Chillin,1950.0
Chillin' It,2728.0
Chillin' With You (feat. Jamie Lynn),26816.5
Chilling At The Coast,96660.0
China,1021.0
China Grove,1276.5
China Grove - 2006 Remaster,35858.666666666664
China Grove - Live,2438.0
"China Grove - Live from the Farewell Tour, 1982",23022.0
Chinese Spot (feat. Dave East & Vado) - Remix,1776.0
Chip On My Shoulder,279018.25
Chip on My Shoulder,110274.17647058824
Chloe or Sam or Sophia or Marcus,107232.5
Chloraseptic (feat. 2 Chainz & Phresher) - Remix,296940.0
Chloraseptic (feat. Phresher),57256.0
Chocolate,224640.0
Chocolate Rain,131086.33333333334
Chocolates & Roses,975.0
Choctaw County Affair,29938.0
Choices - From the Netflix Series “Bridgerton Season Two”,1151.0
Choose Your Fighter (From Barbie The Album),62734.0
Chop and Change,76125.5
Choreomania,11946.0
Chosen,34141.8
Chosen (feat. Ty Dolla $ign),39214.153846153844
Chris Cox Megamix,82414.73684210527
Christine's Tune (a.k.a. Devil in Disguise) - Soundtrack Version,3366.0
Christmas (Baby Please Come Home),92687.68181818182
"Christmas (Baby, Please Come Home) [with Darlene Love]",135317.5
Christmas All Over Again,716.0
Christmas All the Time,25508.0
Christmas Bells,305726.0
Christmas Calling (Jolly Jones),1280.0
Christmas Canon,135082.0
Christmas Coming Home,44110.0
Christmas Conga,9803.0
Christmas Dream,14430.5
Christmas Eve,150216.0
Christmas Eve - Recorded at Spotify Studios NYC,176218.0
Christmas Eve / Sarajevo 12/24 - Instrumental,190096.6
Christmas Eve / Sarajevo 12/24 - Instrumental; 2016 Remaster,0.0
Christmas Every Day,149754.5
Christmas In Harlem,13003.0
Christmas Is (feat. Miley Cyrus),178359.0
Christmas Isn't Christmas,195253.0
Christmas Lights,182181.5
Christmas Party,766.0
Christmas Time,154567.22222222222
Christmas Time Again,244906.0
Christmas Time Is Here,171746.0
Christmas Tree,59024.0
Christmas Tree Farm,49991.42857142857
Christmas Was Here (Acoustic),214460.0
Christmas Wish,60920.0
Christmas Without You,120473.69230769231
Christmas Wrapping (with Iggy Pop),303649.0
Christmas the Whole Year Round,2321.0
Christmas with You,3464.0
Chromatica I,9698.444444444445
Chromatica II,3891.0
Chromatica III,1408.7692307692307
Chronically Cautious - Country Version,6013.0
Chuck Berry,195680.0
Chun-Li,47344.63636363636
Church,41429.666666666664
Church (feat. Xperience),767.0
Church Bells,71277.80645161291
Ciao Adios,54055.0
"Ciega, Sordomuda",2270.2
Cigarette,3250.0
Cigarette Lighter Love Song,260293.0
Cigarettes,127560.0
Cinderella,149977.66666666666
Cinderella Man,4156.461538461538
Cinderella Snapped,87445.0
Cinderella Story,1741.0
Cinnamon,146031.0
Cinnamon Girl,124104.12307692308
Circle Game,1462.0
Circle The Drain,51967.5
Circle of Life,180129.25
Circle of Life/Nants' Ingonyama,47533.666666666664
Circles,21781.58823529412
Circles Around This Town,37082.5
Circular Motion,23514.666666666668
Circus,102665.55405405405
Circus - Diplo Circus Remix,23018.0
Circus - Tom Neville's Ringleader Remix - 2009 Remaster,554.0
Circus Of Your Mind - Original Broadway Cast Recording,882.0
Circus and Churches,3989.0
Cissy Strut,185227.0
Citizen/Soldier,0.0
City High Anthem,1184.0
City Of Stars,78277.0
City Song,135511.33333333334
City Traffic Puzzle,209293.0
City of Angels,32124.75
City of Gods,90206.25
City of Starlight,141428.0
Clandestino,14125.6
Clap Back,1207.0
Clap Your Hands,3111.0
Clara Bow,131314.0
Clarity,99688.76923076923
Class,37505.75
Class Fight,8101.0
Class of 2017 Mash-Up: My Wish / I Hope You Dance / The Climb / I Lived,49363.2
Classic,26289.333333333332
Classic Flavors,137142.0
Classic Man (feat. Roman GianArthur),116511.25
Classy Girls,124356.61538461539
Claudi,7430.0
Claudia's Theme - Version Eight,67697.0
Clay,103646.6
Clean,148615.5
Cleanin' Out My Closet,51790.416666666664
Clear,3560.0
Clear Touch,146670.5
Clear a Space,121338.0
Clearly,251906.0
Clementine,112328.0
Cleopatra,138915.48598130842
Cleopatra (Acoustic Demo),14875.5
Clever & Quickness,97252.5
Climate (feat. Offset),6421.0
Climax,25856.0
Clint Eastwood,89586.66666666667
Clique,36861.0
Clock Don't Stop,2136.0
Clocks,42146.666666666664
Clockwork,5120.0
Close,123602.02173913043
Close Every Door,1068.0
Close Every Door To Me,24218.0
Close My Eyes,13339.0
Close Range,14707.807692307691
Close To Me (with Diplo) (feat. Swae Lee),42479.0
Close To The Edge,62310.0
Close To You,10326.5
Close Your Eyes,153802.8383838384
Close to Me,193435.5
Close to the Edge,5489.0
Closed For Renovation,9419.0
Closed for Renovation,24967.3125
Closer,86810.97297297297
Closer (feat. Sarah Hyland),179371.75
Closer - R3hab Remix,161120.0
Closer To You,107224.94029850746
Closer to Nowhere,1064.0
Closer to You,118966.83333333333
Closer to the Sun,20483.714285714286
Closing Time,3250.3333333333335
Cloud 9,2679.0
Cloud 9 (feat. Tegan and Sara),2069.0
Cloud Nine,262173.0
Clouds,97512.0
Clouds (with Sabrina Carpenter),974.6
Club Can't Handle Me (feat. David Guetta),7990.0
Club Can't Handle Me (feat. David Guetta) - From the Step Up 3D Soundtrack,2858.0
Club Knocked Up,27365.807228915663
Clumsy,6593.833333333333
Co-Pilot,0.0
CoCo,38423.5
Coachella - Woodstock In My Mind,9722.222222222223
Coal,82395.2
Coal Black Mattie,1184.0
Coast,74083.57142857143
Coast (feat. Anderson .Paak),5211.666666666667
Coaster,199120.0
Coastline,10007.0
Coat of Many Colors,914.0
Cobra,54307.42857142857
Cocaine Blues,4226.0
Cocaine Jesus,107485.0
Cocaine and Whiskey,4017.0
Cochise,2182.0
Coconut Telegraph,362.0
Codeine Dreaming (feat. Lil Wayne),3111.0
Coffee,1237.0
Coin for the Ferryman,0.0
Coincidence,83064.5
Cola,40743.857142857145
Cold,22973.40243902439
Cold (feat. Future),234308.0
Cold (feat. Sia),2089.3333333333335
Cold Arms,76267.44444444444
Cold As Ice,76100.0
Cold As You,78368.02222222222
Cold Beer Calling My Name,2461.0
Cold Beer Drinker,1212.75
Cold Beer With Your Name On It,1114.0
Cold Blooded,207960.0
Cold Day in July,1186.75
Cold December Night,198453.0
Cold Feet,6016.0
Cold Little Heart,70383.5
Cold Little Heart - Radio Edit,132156.65853658537
Cold One,1830.4
Cold Shot,0.0
Cold Shoulder,920.0
Cold Shoulder (Basement Jaxx DUBB),766.0
Cold Sweats,4179.0
Cold War,203626.0
Cold War (feat. Jane $$$),387066.0
Cold Water,77968.25
Cold Wind Blows,1366.4
Cold on the Shoulder,74713.0
Colder Heavens,7523.0
Colder Weather,187937.38709677418
Coldest Winter,2275.0
Coldplay,83724.0
Collapsed,1602.0
Collar Full,53229.0
Collard Greens,2507.0
Collide,94994.0
Collide (feat. Tyga),134181.0
Collide - Acoustic Version,105186.66666666667
Collide - Radio Edit,3529.0
Collie Man,42039.78325123153
"Colombia, Mi Encanto",4150.0
"Colombia, Mi Encanto - Instrumental",13165.5
Color,13693.5
Color Song,84576.5
Color of the Blues (feat. Susan Tedeschi),191.0
Colorado,76945.0
Colorblind,17489.5
Coloring,61811.0
Coloring Outside The Lines,116598.0
Colors,35057.88888888889
Colors - Stripped,905.0
Colors of the Wind,213884.0
Colour Me,1346.0
Colour Me Gold,101461.0
Colt 45 (Country Remix),3947.0
Columbia,3064.4
Comatose,110465.0
Come,143933.83333333334
Come & Get It,30349.0
Come & Go (with Marshmello),35519.0
Come A Little Closer,142832.0
Come Again,242957.0
Come Alive,28520.30769230769
Come Alive (with Years & Years and Jess Glynne),77514.5
Come Alive - Bonus Track,143385.2857142857
Come Around,107176.5
Come As You Are,42500.25
Come Away,7168.5
Come Away With Me,101503.8
Come Back,1555.0
Come Back Around,124265.0
Come Back Home,11505.0
Come Back Song,42682.0
Come Back as a Country Boy,3482.5
Come Back...Be Here (Taylor's Version),4272.4
Come Break My Heart Again,5270.0
Come Clean,5093.4
Come Down,19644.0
Come Find Me,155772.5
Come First,171844.0
Come Fly With Me [The Frank Sinatra Collection] [1966 Live At The Sands Album Version],194521.0
Come Get It Bae,11255.75
Come Go With Me,79977.09090909091
Come Home,246923.0
Come Home To Me,1973.0
Come Home with Me,1602.0
Come Kick It,442.0
Come Monday,15610.670588235294
Come N Go (feat. Enrique Iglesias),83440.66666666667
Come On Eileen,112990.0
Come On Eileen - Single Edit,72138.4
Come On Get Higher,18052.3
Come On Over - Keith Remix,40842.0
Come Out of the Dumpster,2663.875
Come Over - Acoustic Mixtape,7488.0
Come Over - Live From Spotify NYC,138619.5
Come Pick Me Up,16004.0
Come Sail Away,2348.0
Come See About Me,54361.666666666664
Come So Far (Got So Far to Go),70708.5
Come Thou Fount,15905.0
Come To Mama,108781.14285714286
Come To My Window,236000.0
Come Together,6053.0
"Come Together - From ""Across The Universe"" Soundtrack",149549.13333333333
Come Together - Remastered 2009,127126.66666666667
Come What May,1451.0
Come With Me,2496.0
Come With Me - Broadway/Original Cast/2005,2066.0
Come With Me - Pure Imagination,38696.0
Come and Find Me,35701.0
Come and Get Your Love (Rerecorded),27260.0
Come and Get Your Love - Single Version,32769.75
Come and See Me (feat. Drake),18602.0
Come as You Are,874.0
Come from Far,71193.66666666667
Come in the Water,5491.0
Come on Eileen,13141.0
Come on and Go with Me,8568.0
Come on and Ride the Train,13738.0
Come on over Baby (All I Want Is You) - Radio Version,67412.36206896552
Come over Love,636.6666666666666
Come over Tonight,239261.0
Come so Far (Got so Far to Go),6873.0
Come to House,301904.0
Come to the Fatherland!,1877.0
Come with Me - Spanglish Version,40965.0
Comeback,1625.0
Comeback (feat. Tory Lanez and 30 Roc),3831.0
Comeback Kid,0.0
Comedy,684.5
Comes And Goes (In Waves),1151.0
Comes from the South,125581.0
Comfort Eagle,1323.0
Comfortable,1671.5
Comfortable (feat. Kranium),204235.0
Comfortably Numb,394.0
Comin' Round Again,55019.0
Coming Back For You,77004.25
Coming Back To Me Baby,32182.0
Coming Back to a Man (Live From An Evening With Dawes),60309.0
Coming Down,48715.0
Coming Down the Mountain,2163.4
Coming Home,60617.43023255814
Coming Home - Part II / Bonus Track,4814.0
Coming for You,975.0
Coming of Age,3715.0
Commander In Chief,46240.0
Common (feat. Brandi Carlile),90594.90909090909
Common Man,1671.0
Commotion,4458.0
Communicate,5340.0
Como La Flor,2791.5
Como Yo,1416.0
Como Yo Le Doy (feat. Don Miguelo) - Spanglish Version,3215.5
Compass,87433.0
Compassion,3395.5
Competition - Single Edit,981.0
Complainer,101395.62878787878
Complicated,84808.72222222222
Complicated (feat. Ryan Caraveo),171090.0
"Comptine d'un autre été, l'après-midi",140733.0
Con Calma,125591.0
Conceited (There's Something About Remy),21362.0
Conceited (feat. Lola Brooke & Maiya The Don),195254.0
Concentrate,69187.33333333333
Concrete,1764.0
Concrete Angel,1160.0
Concrete Jungle - Acoustic,11464.0
Condition,7662.0
Confession,13753.75
Confessions Of A Broken Heart (Daughter To Father) - Radio,52297.5
Confessions Part II,211200.0
Confetti,44072.0
Confetti (feat. Saweetie),62154.0
Confetti - Acoustic,7656.0
Confident,94266.42105263157
Confident - VARA Remix,124115.16666666667
Conga,142010.0
Conga!,11400.0
Congratulations,68143.91666666667
Connection,65774.5
Conquer,116.0
Consequences,102002.82857142857
Consequences - orchestra,30915.6
Consider Me - Acoustic Version,106349.2
Consider Me - Studio Version,69101.0
Consideration,1404.0
Consideration - Recorded At Spotify Studios NYC,4620.0
Consolation,2554.0
Constantly,134030.0
Constellations,1950.0
Constellations - Piano Version,4945.0
Contagious,43498.0
Contagious Chemistry,3274.0
Container,21849.0
Container (from The Affair),50655.48717948718
Container - The Affair Main Theme,66055.9
Contemplating No Thing,128215.0
Contemplation (Musique Libre de Droit pour Yoga),26772.0
Content,2310.0
Contigo,45768.0
Contigo en la Distancia,2661.0
Contra,8475.0
Contra La Pared - GTA Remix,230132.0
Contraction Ballet,21536.090909090908
Contradiction,105173.0
Control,16076.333333333334
Control - Acoustic Version,1717.75
Control Myself,5828.0
Controlla,70548.5
Conversations,24507.7
Conversations in the Dark,98620.33333333333
Conversations in the Dark - John Legend vs. David Guetta,4411.0
Converse,1346.5
Convex,321225.0
Convoy,930.0
Cookie Thumper!,140364.0
Cool,37384.625
Cool Again,4829.0
Cool Anymore,34424.666666666664
Cool Down,9845.0
Cool Girl,91376.41558441559
Cool Kids,119292.76923076923
Cool Kids - Live from Spotify NYC,17237.0
Cool Kids/Riptide (Originally Performed by Echosmith and Vance Joy),113185.5
Cool Me Down (Radio Edit) [feat. Hirie],237466.0
Cool Yule,3456.0
Cool for the Summer,40045.52173913043
Cool for the Summer - Jump Smokers Remix,63.0
Cool for the Summer - Live from Spotify NYC,1642.0
Cool for the Summer - Sped Up (Nightcore),27185.0
Cool for the Summer - Todd Terry Remix,703.0
Cooler Than Me - Single Mix,6348.0
Coolest Place in the World,1880.0
Cooped Up (with Roddy Ricch),28047.25
Cooties,28808.0
Cop Car,11934.5
Cop Car - Live From Spotify NYC,269093.0
Corazón (feat. Nego do Borel),79688.57142857143
Corazón Sin Cara,82975.0
Corcovado - Quiet Nights Of Quiet Stars,255240.0
Cornelia Street,95927.0
Corner Booth,3645.0
Corner Store (feat. Dave B & Travis Thompson),1941.0
Corner of the Sky,2182.0
Cornflake Girl,1002.0
Corona Virus,91465.66666666667
"Coronation Day - From ""Frozen""/Score",8674.0
Cosmic Angel - Acoustic From Capitol Studios,127029.71428571429
Cosmic Love,183632.7142857143
Cost Of Livin',1625.0
Costa Rica,38846.0
Costa Rica (feat. The Kid LAROI) - Remix,114865.0
"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",217866.0
Costume Party,3691.5
Cotton Eye Joe,28183.5
Cotton Eyed Joe,2345.0
Cotton Fields,4852.0
Couer d'Alene,0.0
Cough Syrup,6410.5
Could It Be Any Harder,45552.0
Could This Be Love,69003.33333333333
"Could We Start Again, Please?",90428.0
Could You Be Loved,154719.0
Coulda Loved You Longer,3273.4
Count On Me,36341.25
Count The Ways,405.0
Count on Me,129528.0
Countdown,4357.111111111111
Counting Stars,146293.7659574468
Counting Stars / The Monster (feat. Carly Rose Sonenclar),222725.0
Country Boy's Dream Girl,8544.0
Country Can,1323.0
Country Girl (Shake It For Me),90420.4909090909
Country Girl (Shake It For Me) - Karaoke,7964.0
Country Grammar (Hot Shit),101763.6
Country Man - Karaoke,7234.0
Country Road,6144.0
Country Song,51353.0
Country Stuff (feat. Jake Owen),21659.444444444445
Country Thunder,0.0
Coupure Électrique,20371.0
Courage,696.0
Courage to Change,4608.5
"Courage, Robert",103209.5
"Courtesy Of The Red, White And Blue (The Angry American)",1068.0
Cover Me In Sunshine,34764.57142857143
Cover Me Up,1399.4285714285713
Cover Me Up - Recorded at Spotify Studios NYC,73258.5
Cover My Own,580.0
Covering,2321.0
Cowboy Boots,257855.0
Cowboy Casanova,50787.57142857143
Cowboy Take Me Away,66669.0
Cowboy Take Me Away - The Voice Performance,98781.66666666667
Cowboy Town,199320.0
Cowboys from Hell,28802.0
Cowgirl,232386.0
Cowgirls Don't Cry,51641.0
Cozy Little Christmas,114006.16666666667
Crabbuckit,1602.0
Crack A Bottle,11289.25
Crack In the Pearl (feat. Andrew Wyatt),597.0
Crack The Case,84248.2
Crack-Up,3285.0
Crack-Up - Choral Version,176677.33333333334
"Cradling Mother, Cradling Woman",308405.0
Crank It Up (feat. Akon),4202.0
Crank That (Soulja Boy),69880.0
Crash,111939.22222222222
Crash And Burn Girl,18282.0
Crash My Party,63503.666666666664
Crash Your Party,3041.0
Crash and Burn,28992.14285714286
Crave,163276.6
Cravin',68600.75
Craving - Acoustic Version,134663.5
Craving You,30061.222222222223
Crawl Outta Love,1206.3333333333333
Crawling Back To You,114302.0
Crawling Kingsnake,2124.0
Crawling Towards the Sun,14573.0
Crazier Than You,2507.0
Crazy,126842.61805555556
Crazy - Single Version,122280.2
Crazy = Genius,171452.17460317462
"Crazy = Genius - Live at Amway Center, Orlando, FL, 4/14/2017",110039.0
Crazy Angels,50927.0
Crazy Ass B*tch,160905.5
Crazy Beautiful,6826.0
Crazy Beautiful Life,831.0
Crazy Bitch,43070.875
Crazy Ex-Girlfriend,2321.0
Crazy For You,27460.583333333332
Crazy Girl,1491.5
Crazy In Love,65680.4
Crazy In Love (feat. Jay-Z),129886.60869565218
Crazy In Love - (A Tribute to Emeli Sande & The Bryan Ferry Orchestra),140161.47826086957
Crazy In Love - Fifty shades of Grey soundtrack,98661.0
Crazy In Love - Kid Koala Version,122016.91666666667
Crazy In Love - Remix,145572.75
Crazy Kids,196102.88888888888
Crazy Little Thing Called Love,2159.0
Crazy Little Thing Called Love - Remastered 2011,39484.1
Crazy Love,1695.0
Crazy Love - 2013 Remaster,1230.0
Crazy Over Me,4427.0
Crazy Rolling,591.5
Crazy Tonight,137308.45454545456
Crazy for This Girl,11911.0
Crazy in Love,155107.5
Crazy in Love - Electro Swing Version,82245.0
Crazy in Love - Radio Edit,102052.5
Crazy4u,98724.5
Crazyland,2813.0
Cream of the Crop,0.0
Creature Fear,93605.5
Credit,132442.78260869565
Creep,98100.42105263157
Creep - Karaoke,4480.5
Creep - Live,181603.0
Creepin',2507.0
Creepin' (with The Weeknd & 21 Savage),60083.19047619047
Creepy Old Guy,105746.04545454546
Crew Cuts (feat. Xperience) [Jake One Remix],120035.5
Criminal,112345.28846153847
Criminal - Radio Mix,33235.0
Criminals,124647.0
Cringe - Stripped,153352.25
Crocodile Rock,157907.2
Crooked Smile (feat. TLC),1706.0
Crooked Teeth,54268.8
Cross Country (feat. Mickey Guyton),51118.5
Cross Me (feat. Chance the Rapper & PnB Rock),80438.46153846153
Cross My Heart I Hope U Die,168874.0
Cross My Mind,17298.5
Crossed the Line,4411.0
Crossfire,2136.0
Crossroads (feat. Gentleman),247173.0
Crowd My Mind,47335.0
Crowded,32383.0
Crowded Places,262259.0
Crowded Table,118730.16666666667
Crown (with Camila Cabello & Grey),61983.0
Cruel (feat. ZAYN),12117.0
Cruel (feat. ZAYN) - Ta-ku Remix,2368.0
Cruel Mistress,39146.0
Cruel Summer,24056.736842105263
Cruel World,129954.83333333333
Cruel to Be Kind,3181.0
Cruise,86158.55555555556
Cruise - Remix,11888.0
Cruisin',25570.0
Crumblin' Down,108505.6393442623
Crunk Ain't Dead - Remix,3088.0
Crush,44088.36363636364
Crush'd,7602.333333333333
Crushed,1137.5
Crushed (Hostile Nations),1222.6666666666667
Cry,17800.928571428572
Cry About It Later,3109.75
Cry Baby,24923.0
Cry Baby (feat. DaBaby),3515.0
Cry Me A River,1625.0
Cry Me Out,31933.0
Cry Me a River,68047.5
Cry Pretty,56272.86363636364
Cry To Me,2902.0
Cry Your Heart Out,1866.6
Cry for Me,84194.45283018867
Cry for You,1749.0
Crying Over You,77507.0
Crying in the Chapel,9148.0
Crying in the Club,79088.86111111111
Crystal,2136.0
Crystal Clear,35140.0
Crystallize,2426.0
Crystals,10296.0
Cucu,2368.0
Culo,73916.23404255319
Cum On Everybody,101986.0
Cum on Feel the Noize,4342.0
Cumbersome,75874.59183673469
Cupid - Deluxe Edition Version,116084.27272727272
Cupid - Twin Ver.,37839.0
Cupid Shuffle,83942.33333333333
Cupid – Twin Ver. (feat. Sabrina Carpenter),3111.0
Cupid's Chokehold / Breakfast in America,227159.5
Cupid's Chokehold / Breakfast in America - Radio Mix,118609.5
Cupid's Got a Shotgun,2647.0
Cups,99959.01470588235
Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,50550.166666666664
Cups - Movie Version,64198.90740740741
Curiosity,3738.0
Curious,7149.5
Curious - Marian Hill Remix,127239.33823529411
Curls In the Wind,90431.75
Cursed,36134.666666666664
Curtain,1194.0
Curtain Call,8550.125
Curtains,682.0
Curtains Close,975.0
Curtains Up,11252.0
Curtains Up - Skit,8584.0
Cuss A Little,3767.0
Cut It (feat. Young Dolph),31346.0
Cut To The Feeling,13057.818181818182
Cut and Run,1904.0
Cut the Cake - Single Edit,27349.0
Cut the Cord,1184.0
Cute Without The 'E' (Cut From The Team) - Remastered 2019,212937.0
"Cute Without the ""E"" (Cut From the Team)",11311.0
Cuz I Love You,607.5
Cyclone (feat. T-Pain) - Main,53304.666666666664
Cyrus Skies,1920.7857142857142
C’est Comme Ça,48056.75
C’est La Mort,139.0
D'Arline,84464.66666666667
D'yer Mak'er,36028.666666666664
D'yer Mak'er - Remaster,835.0
D.I.S.C.O. - Single Version,70273.0
D.R.E.A.M. (feat. Ghostface Killah),63056.95945945946
DANCE,161277.33333333334
DANCE WITH ME,1486.0
DARKSIDE,1346.0
DAUGHTER,89344.66666666667
DEAD FRIENDS,118420.66666666667
DEMONS,1642.0
DESERT EAGLE,1540.0
DESPECHÁ,86346.07692307692
DESPECHÁ RMX,27108.75
DGAF,196640.0
DJ Got Us Fallin' In Love,124698.5
DJ Got Us Fallin' In Love (feat. Pitbull),18053.25
DMND,2637.5
DNA,53364.75
DNCE,743.0
DOLLA SIGN SLIME (feat. Megan Thee Stallion),2647.0
DONE.,46199.0
DONT TALK ABOUT IT,155808.0
DONTTRUSTME,58947.0
DRAG UP YOUR LIFE,2043.0
DRUNK OVER YOU,2379.5
Da Ya Think I'm Sexy? - 2008 Remaster,24939.0
Da' Dip,13120.0
Da-Doo,57518.95348837209
Da-Doo - Reprise,75191.25
Dab of Ranch - Recorded at Spotify Studios NYC,1021.0
Dad's Old Number,0.0
Daddy,4574.0
Daddy Doesn't Pray Anymore,0.0
Daddy Issues,7563.636363636364
Daddy Knows Best,29442.0
Daddy Lessons,2295.125
Daddy Lessons - Acoustic,528.0
Daddy's Eyes,3203.5
Daddy's Little Girl,15928.0
Daffodils (feat. Kevin Parker),24828.0
Daft Punk,6246.0
Dahmer Flow,127384.0
Dainty June And Her Farmboys,123720.0
Dainty June and Her Farmboys,127771.33333333333
Daisies,16619.18181818182
Daisy,15192.166666666666
Daisy Mae,176053.0
Dale Don Dale,75124.76595744681
Dallas,1323.0
Damage Gets Done (feat. Brandi Carlile),97918.0
Damaged,91854.4
Dammit Janet,28918.11111111111
Damn It Feels Good To Be Me,1184.0
Damn Right,1636.5
Damn Your Eyes,77833.0
Damned If I Do Ya (Damned If I Don't),6199.0
Damned for All Time / Blood Money,157542.2972972973
Dan Bilzerian (feat. Lil Yachty),7199.0
Dance,43277.5
Dance (A$$) Remix,110309.54285714286
Dance Again,6826.0
Dance Again (feat. Pitbull),63413.0
Dance All Night (feat. Matisyahu),202789.55555555556
Dance Alone,88646.35
Dance Alone (Extended Mix),245386.0
Dance Alone (Gab Rhome Remix),205984.0
Dance Alone (Kito Remix),59244.833333333336
Dance Alone (Malibu Babie Remix),187106.0
Dance Alone (Ofenbach Remix Extended Mix),167147.0
Dance Alone (Ofenbach Remix),125533.2
Dance Alone (Pure Shores Remix),117540.5
Dance Alone (Slowed Down),67194.0
Dance Hall Drug,112231.42666666667
Dance In The Dark,52452.333333333336
Dance Like Nobody's Watching,14803.75
Dance Like Yo Daddy,69597.3125
Dance Me to the End of Love (Bonus),157570.0
Dance Me to the End of Love (Bonus) - Bonus Track,154155.21818181817
Dance Me to the End of Love - Live at Eddie's Attic,178224.53846153847
Dance Monkey,139166.89285714287
Dance Off (feat. Idris Elba & Anderson .Paak),1834.0
Dance The Night - From Barbie The Album,48751.51724137931
Dance To This (feat. Ariana Grande),7752.0
Dance With Me,46011.25
Dance With My Father,4133.0
Dance With You,60302.0
Dance Wiv Me - Radio Edit,3459.0
Dance You Outta My Head,69329.0
Dance for You,1532.0
Dance of the Sugar Plum Fairy,25471.666666666668
Dance the Night Away,115797.54
Dance the Night Away - 2015 Remaster,36362.0
Dance with Me (feat. Kelsea Ballerini),870.0
Dance with Me (feat. Thomas Rhett & Young Thug),23.0
"Dance, Dance",164175.39024390245
"Dance, Dance - Live From Hammersmith Palais",194200.0
