id,species,observed_on,created_on,updated_on,place,user,latitude,longitude,url
224604312,Northern Diamondback Terrapin,2024-06-23 07:14:04-04:00,2024-06-23 07:12:21-04:00,2025-03-19 17:04:57-04:00,"New Jersey, US",cynthia_varamo,39.5938487724,-74.381218513,https://www.inaturalist.org/observations/224604312
224604065,Northern Diamondback Terrapin,2024-06-23 07:12:05-04:00,2024-06-23 07:10:02-04:00,2024-06-23 07:59:19-04:00,"New Jersey, US",cynthia_varamo,39.4891681867,-74.2456290928,https://www.inaturalist.org/observations/224604065
224539304,Northern Diamondback Terrapin,2024-06-21 09:25:36-04:00,2024-06-22 21:56:53-04:00,2024-06-24 12:29:08-04:00,United States,karszoo,38.892319576,-74.8005113076,https://www.inaturalist.org/observations/224539304
224506112,Northern Diamondback Terrapin,2024-06-22 13:53:00-04:00,2024-06-22 18:29:25-04:00,2024-06-23 08:06:10-04:00,"New Jersey, US",average_adam,39.4174764003,-74.5494634605,https://www.inaturalist.org/observations/224506112
224500524,Northern Diamondback Terrapin,2024-06-22 05:59:37-04:00,2024-06-22 17:59:54-04:00,2024-06-23 08:17:09-04:00,"New Jersey, US",steverap,39.4578084877,-74.4512386052,https://www.inaturalist.org/observations/224500524
224494912,Northern Diamondback Terrapin,2024-06-22 12:48:00-04:00,2024-06-22 17:35:24-04:00,2024-06-23 08:21:17-04:00,"New Jersey, US",conboy,39.5143208972,-74.5825618551,https://www.inaturalist.org/observations/224494912
224494911,Mud Fiddler Crab,2024-06-22 12:43:00-04:00,2024-06-22 17:35:24-04:00,2024-06-24 11:33:22-04:00,"Galloway, NJ, USA",conboy,39.463322,-74.448724,https://www.inaturalist.org/observations/224494911
224437188,Northern Diamondback Terrapin,2024-06-22 13:22:25-04:00,2024-06-22 13:22:51-04:00,2024-06-23 10:40:01-04:00,United States,thomascrock,38.9305341328,-74.9880019241,https://www.inaturalist.org/observations/224437188
224434240,Northern Diamondback Terrapin,2024-06-22 13:08:33-04:00,2024-06-22 13:10:50-04:00,2024-06-26 14:32:29-04:00,"New Jersey, US",stellaleia,39.2596572625,-74.4597127212,https://www.inaturalist.org/observations/224434240
224428471,Northern Diamondback Terrapin,2024-06-22 12:42:53-04:00,2024-06-22 12:45:14-04:00,2024-06-22 16:36:50-04:00,"New Jersey, US",l_zar24,39.6442862807,-74.233137475,https://www.inaturalist.org/observations/224428471
224427198,Northern Diamondback Terrapin,2024-06-22 12:38:53-04:00,2024-06-22 12:39:26-04:00,2024-06-22 16:36:59-04:00,"New Jersey, US",l_zar24,39.626255055,-74.2321120332,https://www.inaturalist.org/observations/224427198
224425906,Northern Diamondback Terrapin,2024-06-22 12:33:09-04:00,2024-06-22 12:33:55-04:00,2024-06-22 16:37:13-04:00,"New Jersey, US",l_zar24,39.6364538334,-74.3054281626,https://www.inaturalist.org/observations/224425906
224425191,Northern Diamondback Terrapin,2024-06-22 12:29:46-04:00,2024-06-22 12:31:00-04:00,2024-06-22 16:37:22-04:00,"New Jersey, US",l_zar24,39.7788772763,-74.2809662954,https://www.inaturalist.org/observations/224425191
224419495,Northern Diamondback Terrapin,2024-06-22 12:05:48-04:00,2024-06-22 12:06:23-04:00,2024-06-22 16:37:29-04:00,"New Jersey, US",l_zar24,39.7783219338,-74.2864864037,https://www.inaturalist.org/observations/224419495
224415949,Northern Diamondback Terrapin,2024-06-22 11:51:19-04:00,2024-06-22 11:51:41-04:00,2024-06-22 11:56:02-04:00,"New Jersey, US",l_zar24,39.7793855424,-74.250123264,https://www.inaturalist.org/observations/224415949
224413127,Northern Diamondback Terrapin,2024-06-22 11:38:05-04:00,2024-06-22 11:40:05-04:00,2024-06-22 11:56:37-04:00,"New Jersey, US",l_zar24,39.6732484372,-74.3781948224,https://www.inaturalist.org/observations/224413127
224412425,Northern Diamondback Terrapin,2024-06-22 11:36:34-04:00,2024-06-22 11:37:02-04:00,2024-06-22 11:56:44-04:00,"New Jersey, US",l_zar24,39.7127214555,-74.3105459874,https://www.inaturalist.org/observations/224412425
224410860,Northern Diamondback Terrapin,2024-06-22 11:29:27-04:00,2024-06-22 11:30:36-04:00,2025-03-19 17:04:28-04:00,"New Jersey, US",l_zar24,39.6288206193,-74.3281195905,https://www.inaturalist.org/observations/224410860
224409948,Northern Diamondback Terrapin,2024-06-22 11:25:14-04:00,2024-06-22 11:26:03-04:00,2024-06-22 11:57:15-04:00,"New Jersey, US",l_zar24,39.7325203431,-74.2985997483,https://www.inaturalist.org/observations/224409948
224409575,Northern Diamondback Terrapin,2024-06-22 11:22:45-04:00,2024-06-22 11:24:14-04:00,2024-06-22 11:57:22-04:00,"New Jersey, US",l_zar24,39.7732989672,-74.3288098917,https://www.inaturalist.org/observations/224409575
224404633,Northern Diamondback Terrapin,2024-06-22 11:00:09-04:00,2024-06-22 11:00:41-04:00,2025-03-19 17:48:52-04:00,"New Jersey, US",l_zar24,39.6994993736,-74.3138725273,https://www.inaturalist.org/observations/224404633
224404414,Northern Diamondback Terrapin,2024-06-22 10:59:23-04:00,2024-06-22 10:59:42-04:00,2024-06-22 12:01:58-04:00,"New Jersey, US",l_zar24,39.6688040092,-74.3214693284,https://www.inaturalist.org/observations/224404414
224403761,Northern Diamondback Terrapin,2024-06-22 10:55:52-04:00,2024-06-22 10:57:05-04:00,2024-06-22 11:58:12-04:00,"New Jersey, US",l_zar24,39.7796986332,-74.2921358436,https://www.inaturalist.org/observations/224403761
224400013,Northern Diamondback Terrapin,2024-06-22 10:38:06-04:00,2024-06-22 10:38:52-04:00,2025-03-19 17:48:44-04:00,"Ocean County, US-NJ, US",l_zar24,39.642540848,-74.3091831329,https://www.inaturalist.org/observations/224400013
224227007,Atlantic Menhaden,2024-06-21 13:52:01-04:00,2024-06-21 13:52:22-04:00,2024-06-21 21:43:17-04:00,"Sea Girt Beach, Sea Girt, NJ, US",maximilianhmiller,40.1276184997,-74.0284380397,https://www.inaturalist.org/observations/224227007
224222530,Atlantic Menhaden,2024-06-21 13:28:44-04:00,2024-06-21 13:28:54-04:00,2024-06-21 13:51:20-04:00,"Sea Girt Beach, Sea Girt, NJ, US",maximilianhmiller,40.1272671702,-74.0298628271,https://www.inaturalist.org/observations/224222530
224212801,Northern Diamondback Terrapin,2024-06-21 12:36:14-04:00,2024-06-21 12:36:26-04:00,2024-06-21 17:40:08-04:00,"New Jersey, US",lrburger,39.6498385982,-74.3710873106,https://www.inaturalist.org/observations/224212801
224212344,Northern Diamondback Terrapin,2024-06-21 12:31:59-04:00,2024-06-21 12:33:55-04:00,2024-06-21 17:40:16-04:00,"New Jersey, US",lrburger,39.6931856129,-74.2909312714,https://www.inaturalist.org/observations/224212344
224208596,Northern Diamondback Terrapin,2024-06-21 12:14:14-04:00,2024-06-21 12:14:17-04:00,2024-06-21 13:58:21-04:00,"New Jersey, US",lrburger,39.7450110811,-74.3637295332,https://www.inaturalist.org/observations/224208596
224208196,Northern Diamondback Terrapin,2024-06-21 12:12:03-04:00,2024-06-21 12:12:16-04:00,2024-06-21 14:03:51-04:00,"New Jersey, US",lrburger,39.6908504129,-74.3553380583,https://www.inaturalist.org/observations/224208196
224207980,Northern Diamondback Terrapin,2024-06-21 12:11:19-04:00,2024-06-21 12:11:24-04:00,2024-06-21 14:12:54-04:00,"New Jersey, US",lrburger,39.6527431781,-74.3967067,https://www.inaturalist.org/observations/224207980
224206913,Northern Diamondback Terrapin,2024-06-21 12:05:02-04:00,2024-06-21 12:05:05-04:00,2024-06-21 12:34:31-04:00,"New Jersey, US",lrburger,39.6057476443,-74.2322928365,https://www.inaturalist.org/observations/224206913
224206360,Northern Diamondback Terrapin,2024-06-21 12:02:10-04:00,2024-06-21 12:02:17-04:00,2025-03-19 17:04:49-04:00,"New Jersey, US",lrburger,39.6417964968,-74.3498425105,https://www.inaturalist.org/observations/224206360
224204890,Northern Diamondback Terrapin,2024-06-21 11:54:43-04:00,2024-06-21 11:54:47-04:00,2024-06-21 12:34:36-04:00,"New Jersey, US",lrburger,39.78929938,-74.349097055,https://www.inaturalist.org/observations/224204890
224203889,Northern Diamondback Terrapin,2024-06-21 11:50:23-04:00,2024-06-21 11:50:27-04:00,2024-06-21 12:34:39-04:00,"New Jersey, US",lrburger,39.6216080521,-74.261296671,https://www.inaturalist.org/observations/224203889
224203246,Northern Diamondback Terrapin,2024-06-21 11:46:41-04:00,2024-06-21 11:47:02-04:00,2024-06-21 12:34:41-04:00,"New Jersey, US",lrburger,39.7658759371,-74.3141324743,https://www.inaturalist.org/observations/224203246
224203197,Northern Diamondback Terrapin,2024-06-21 11:46:24-04:00,2024-06-21 11:46:45-04:00,2024-06-21 12:34:43-04:00,"New Jersey, US",lrburger,39.7104286374,-74.251591964,https://www.inaturalist.org/observations/224203197
224202646,Northern Diamondback Terrapin,2024-06-21 11:43:56-04:00,2024-06-21 11:44:14-04:00,2024-06-21 12:34:56-04:00,"New Jersey, US",lrburger,39.6234664291,-74.3680389077,https://www.inaturalist.org/observations/224202646
224202198,Northern Diamondback Terrapin,2024-06-21 11:41:40-04:00,2024-06-21 11:41:43-04:00,2024-06-21 12:34:58-04:00,"New Jersey, US",lrburger,39.6526830355,-74.3599470784,https://www.inaturalist.org/observations/224202198
224201446,Northern Diamondback Terrapin,2024-06-21 11:37:34-04:00,2024-06-21 11:37:38-04:00,2024-06-21 12:35:16-04:00,"New Jersey, US",lrburger,39.7902368805,-74.2067323346,https://www.inaturalist.org/observations/224201446
224200809,Northern Diamondback Terrapin,2024-06-21 11:33:48-04:00,2024-06-21 11:34:09-04:00,2024-06-21 11:37:40-04:00,"New Jersey, US",lrburger,39.7255004646,-74.3113059194,https://www.inaturalist.org/observations/224200809
224200103,Northern Diamondback Terrapin,2024-06-21 11:31:01-04:00,2024-06-21 11:31:05-04:00,2024-06-21 11:33:29-04:00,"New Jersey, US",lrburger,39.6481857342,-74.3171781239,https://www.inaturalist.org/observations/224200103
224199339,Northern Diamondback Terrapin,2024-06-21 11:27:44-04:00,2024-06-21 11:27:47-04:00,2024-06-21 11:29:52-04:00,"New Jersey, US",lrburger,39.6772236803,-74.3312900407,https://www.inaturalist.org/observations/224199339
224199154,Northern Diamondback Terrapin,2024-06-21 11:21:36-04:00,2024-06-21 11:26:35-04:00,2024-06-21 13:44:23-04:00,"New Jersey, US",mlrp,39.3784004696,-74.5726881626,https://www.inaturalist.org/observations/224199154
224199049,Atlantic Menhaden,2024-06-20 15:03:50-04:00,2024-06-21 11:25:52-04:00,2024-11-14 09:23:52-05:00,"Wills Hole Thoroughfare, Point Pleasant Beach, NJ, US",zakqaryroy,40.100625,-74.0494221667,https://www.inaturalist.org/observations/224199049
224198592,Northern Diamondback Terrapin,2024-06-21 11:23:40-04:00,2024-06-21 11:23:44-04:00,2024-06-21 11:31:07-04:00,"New Jersey, US",lrburger,39.6981811123,-74.3222891888,https://www.inaturalist.org/observations/224198592
224197602,Atlantic Menhaden,2024-06-20 21:36:56-04:00,2024-06-21 11:18:33-04:00,2024-11-14 09:23:52-05:00,"Wreck Pond, Sea Girt, NJ, US",zakqaryroy,40.1384195,-74.0272,https://www.inaturalist.org/observations/224197602
224197258,Northern Diamondback Terrapin,2024-06-21 11:12:34-04:00,2024-06-21 11:16:55-04:00,2024-06-21 13:26:00-04:00,"New Jersey, US",mlrp,39.3056275139,-74.5687900481,https://www.inaturalist.org/observations/224197258
224194737,Northern Diamondback Terrapin,2024-06-21 10:59:06-04:00,2024-06-21 11:03:14-04:00,2024-06-21 14:05:23-04:00,"New Jersey, US",mlrp,39.2453644471,-74.4935602464,https://www.inaturalist.org/observations/224194737
224194222,Northern Diamondback Terrapin,2024-06-21 11:00:15-04:00,2024-06-21 11:00:19-04:00,2024-06-21 12:35:31-04:00,"New Jersey, US",lrburger,39.7486738602,-74.2751865596,https://www.inaturalist.org/observations/224194222
224193250,Northern Diamondback Terrapin,2024-06-21 10:54:04-04:00,2024-06-21 10:54:24-04:00,2024-06-21 15:25:26-04:00,"New Jersey, US",lrburger,39.6650400594,-74.3836865432,https://www.inaturalist.org/observations/224193250
224191400,Northern Diamondback Terrapin,2024-06-21 10:43:22-04:00,2024-06-21 10:43:26-04:00,2024-06-21 11:30:41-04:00,"New Jersey, US",lrburger,39.6799937429,-74.298427019,https://www.inaturalist.org/observations/224191400
224191132,Northern Diamondback Terrapin,2024-06-21 10:36:39-04:00,2024-06-21 10:41:49-04:00,2024-06-21 12:13:58-04:00,"New Jersey, US",mlrp,39.2299407314,-74.4489489896,https://www.inaturalist.org/observations/224191132
224187090,Northern Diamondback Terrapin,2024-06-21 10:10:10-04:00,2024-06-21 10:18:03-04:00,2024-06-21 11:23:31-04:00,"New Jersey, US",mlrp,39.332905133,-74.4711237446,https://www.inaturalist.org/observations/224187090
224186694,Northern Diamondback Terrapin,2024-06-21 10:04:49-04:00,2024-06-21 10:15:14-04:00,2024-06-21 11:30:58-04:00,"New Jersey, US",mlrp,39.201607853,-74.5696646703,https://www.inaturalist.org/observations/224186694
224182967,Northern Diamondback Terrapin,2024-06-21 09:46:01-04:00,2024-06-21 09:53:28-04:00,2024-06-21 10:37:21-04:00,"New Jersey, US",mlrp,39.3813011273,-74.4419204581,https://www.inaturalist.org/observations/224182967
224180495,Northern Diamondback Terrapin,2024-06-21 09:19:35-04:00,2024-06-21 09:36:37-04:00,2024-06-21 12:35:47-04:00,"New Jersey, US",mlrp,39.2763567306,-74.4992253763,https://www.inaturalist.org/observations/224180495
224074546,Northern Diamondback Terrapin,2024-06-15 06:03:05-04:00,2024-06-20 18:45:39-04:00,2024-07-19 02:29:54-04:00,"New Jersey, US",mccall05,39.4537032136,-74.2500139079,https://www.inaturalist.org/observations/224074546
224049657,Northern Diamondback Terrapin,2024-06-17 18:59:47-04:00,2024-06-20 16:16:31-04:00,2024-06-22 09:59:50-04:00,United States,knott_ever,40.2720646912,-73.8271288893,https://www.inaturalist.org/observations/224049657
224026829,Eastern Mudsnail,2024-06-20 14:20:44-04:00,2024-06-20 14:21:16-04:00,2024-06-24 11:53:57-04:00,"Long Beach Island, Long Beach Township, NJ, US",weavern,39.723658978,-74.1252400265,https://www.inaturalist.org/observations/224026829
223943614,Eastern Mudsnail,2024-06-12 12:50:53-04:00,2024-06-20 06:07:20-04:00,2024-06-24 21:52:13-04:00,"Brook Ave, Union Beach, NJ, US",gwt2102,40.448375,-74.1635195,https://www.inaturalist.org/observations/223943614
223891528,Eastern Mudsnail,2024-06-12 12:52:29-04:00,2024-06-19 21:50:00-04:00,2024-10-20 23:42:53-04:00,"Brook Ave, Union Beach, NJ, US",gwt2102,40.4480833333,-74.1641916667,https://www.inaturalist.org/observations/223891528
223891168,Eastern Mudsnail,2024-06-12 12:52:29-04:00,2024-06-19 21:48:09-04:00,2025-04-05 09:46:42-04:00,"Brook Ave, Union Beach, NJ, US",gwt2102,40.4480833333,-74.1641916667,https://www.inaturalist.org/observations/223891168
223869210,Northern Diamondback Terrapin,2024-06-19 09:11:47-04:00,2024-06-19 19:24:55-04:00,2024-06-22 12:41:19-04:00,"New Jersey, US",owen_sugg,39.5654613709,-74.4149872044,https://www.inaturalist.org/observations/223869210
223804379,Northern Diamondback Terrapin,2024-06-19 14:22:45-04:00,2024-06-19 14:22:49-04:00,2024-06-19 22:11:41-04:00,"New Jersey, US",lrburger,39.7715562004,-74.2007832715,https://www.inaturalist.org/observations/223804379
223801094,Northern Diamondback Terrapin,2024-06-19 14:06:31-04:00,2024-06-19 14:06:34-04:00,2024-06-19 14:30:48-04:00,"New Jersey, US",lrburger,39.6760600712,-74.3007617272,https://www.inaturalist.org/observations/223801094
223800962,Northern Diamondback Terrapin,2024-06-19 14:06:02-04:00,2024-06-19 14:06:05-04:00,2024-06-19 14:30:31-04:00,"New Jersey, US",lrburger,39.615049872,-74.311113462,https://www.inaturalist.org/observations/223800962
223800188,Northern Diamondback Terrapin,2024-06-19 14:01:48-04:00,2024-06-19 14:01:52-04:00,2024-06-19 14:04:01-04:00,"New Jersey, US",lrburger,39.6494038389,-74.239897843,https://www.inaturalist.org/observations/223800188
223795516,Northern Diamondback Terrapin,2024-06-19 13:37:00-04:00,2024-06-19 13:37:05-04:00,2024-06-19 13:43:37-04:00,"New Jersey, US",lrburger,39.7651476976,-74.3123233032,https://www.inaturalist.org/observations/223795516
223793792,Northern Diamondback Terrapin,2024-06-19 13:28:24-04:00,2024-06-19 13:28:28-04:00,2024-06-19 13:44:23-04:00,"New Jersey, US",lrburger,39.7492956671,-74.3931207485,https://www.inaturalist.org/observations/223793792
223791572,Eastern Mudsnail,2024-06-19 13:16:53-04:00,2024-06-19 13:17:02-04:00,2025-04-05 09:33:52-04:00,"NJ-52 N, Ocean City, NJ, US",w293766628_w,39.2855365815,-74.5809548169,https://www.inaturalist.org/observations/223791572
223790332,Northern Diamondback Terrapin,2024-06-19 13:07:55-04:00,2024-06-19 13:09:58-04:00,2025-01-28 19:36:17-05:00,"New Jersey, US",dannyroseomalley,39.590604164,-74.2902916581,https://www.inaturalist.org/observations/223790332
223789894,Northern Diamondback Terrapin,2024-06-19 13:07:21-04:00,2024-06-19 13:07:25-04:00,2024-06-19 13:46:28-04:00,"New Jersey, US",lrburger,39.7698424329,-74.3716973986,https://www.inaturalist.org/observations/223789894
223752991,Eastern Mudsnail,2024-06-19 10:02:06-04:00,2024-06-19 10:06:13-04:00,2024-06-30 12:30:01-04:00,"Raritan Bay, Highlands, NJ, US",suburban_witch,40.4700478392,-74.0142333468,https://www.inaturalist.org/observations/223752991
223608949,Northern Diamondback Terrapin,2024-06-18 15:32:04-04:00,2024-06-18 15:38:10-04:00,2024-06-25 13:48:14-04:00,"New Jersey, US",karen94437,39.3635640245,-74.4613299715,https://www.inaturalist.org/observations/223608949
223608377,Northern Diamondback Terrapin,2024-06-18 15:32:04-04:00,2024-06-18 15:35:00-04:00,2024-06-18 17:49:15-04:00,"New Jersey, US",karen94437,39.2338352858,-74.5764254242,https://www.inaturalist.org/observations/223608377
223607218,Northern Diamondback Terrapin,2024-06-18 15:28:29-04:00,2024-06-18 15:28:33-04:00,2024-06-18 17:49:44-04:00,"New Jersey, US",lrburger,39.4070082721,-74.2574401517,https://www.inaturalist.org/observations/223607218
223607076,Northern Diamondback Terrapin,2024-06-18 15:27:53-04:00,2024-06-18 15:27:59-04:00,2024-06-18 17:49:51-04:00,"New Jersey, US",lrburger,39.4904889817,-74.3012148295,https://www.inaturalist.org/observations/223607076
223606037,Northern Diamondback Terrapin,2024-06-18 15:22:03-04:00,2024-06-18 15:22:24-04:00,2024-06-18 17:49:59-04:00,"New Jersey, US",lrburger,39.5112658747,-74.3410813258,https://www.inaturalist.org/observations/223606037
223588048,Northern Diamondback Terrapin,2024-06-18 13:50:57-04:00,2024-06-18 13:51:06-04:00,2024-06-18 17:50:54-04:00,"New Jersey, US",lrburger,39.7479658578,-74.3017661253,https://www.inaturalist.org/observations/223588048
223586763,Northern Diamondback Terrapin,2024-06-18 13:42:41-04:00,2024-06-18 13:42:44-04:00,2024-06-18 14:11:14-04:00,"New Jersey, US",lrburger,39.7105989696,-74.3197091103,https://www.inaturalist.org/observations/223586763
223586461,Northern Diamondback Terrapin,2024-06-18 13:40:41-04:00,2024-06-18 13:40:53-04:00,2024-06-18 14:09:37-04:00,"New Jersey, US",lrburger,39.6339971923,-74.2172519431,https://www.inaturalist.org/observations/223586461
223584559,Northern Diamondback Terrapin,2024-06-18 13:30:42-04:00,2024-06-18 13:30:47-04:00,2024-06-18 14:16:33-04:00,"New Jersey, US",lrburger,39.6887211401,-74.3756638075,https://www.inaturalist.org/observations/223584559
223581197,Northern Diamondback Terrapin,2024-06-18 13:12:05-04:00,2024-06-18 13:12:09-04:00,2024-06-18 13:26:50-04:00,"New Jersey, US",lrburger,39.7917007811,-74.2621164306,https://www.inaturalist.org/observations/223581197
223577962,Northern Diamondback Terrapin,2024-06-18 12:54:32-04:00,2024-06-18 12:54:37-04:00,2024-06-18 13:28:08-04:00,"New Jersey, US",lrburger,39.711043166,-74.2467684745,https://www.inaturalist.org/observations/223577962
223577765,Northern Diamondback Terrapin,2024-06-18 12:52:58-04:00,2024-06-18 12:53:29-04:00,2024-06-18 13:27:40-04:00,"New Jersey, US",lrburger,39.6420090733,-74.2132769236,https://www.inaturalist.org/observations/223577765
223577099,Northern Diamondback Terrapin,2024-06-18 12:49:37-04:00,2024-06-18 12:49:59-04:00,2024-06-18 13:27:18-04:00,"New Jersey, US",lrburger,39.7139141737,-74.2183773043,https://www.inaturalist.org/observations/223577099
223556451,Northern Diamondback Terrapin,2024-06-18 11:02:09-04:00,2024-06-18 11:06:39-04:00,2024-06-18 21:25:31-04:00,"New Jersey, US",pmiddaugh,39.5139225149,-74.2239597001,https://www.inaturalist.org/observations/223556451
223554797,Northern Diamondback Terrapin,2024-06-18 10:53:44-04:00,2024-06-18 10:57:07-04:00,2024-06-18 11:58:40-04:00,"New Jersey, US",pmiddaugh,39.4738174454,-74.2485533854,https://www.inaturalist.org/observations/223554797
223553224,Northern Diamondback Terrapin,2024-06-18 10:39:48-04:00,2024-06-18 10:48:45-04:00,2024-06-24 14:53:18-04:00,"New Jersey, US",pmiddaugh,39.5422164916,-74.2679736576,https://www.inaturalist.org/observations/223553224
223551695,Northern Diamondback Terrapin,2024-06-18 10:38:14-04:00,2024-06-18 10:40:25-04:00,2024-06-18 11:59:04-04:00,"New Jersey, US",mike_skelly_nj,39.4682830445,-74.3090042688,https://www.inaturalist.org/observations/223551695
223551210,Northern Diamondback Terrapin,2024-06-18 09:51:00-04:00,2024-06-18 10:38:07-04:00,2024-06-24 15:04:35-04:00,"New Jersey, US",mike_skelly_nj,39.4377122171,-74.2753321104,https://www.inaturalist.org/observations/223551210
223549601,Northern Diamondback Terrapin,2024-06-18 10:27:31-04:00,2024-06-18 10:28:54-04:00,2025-03-19 17:02:52-04:00,"New Jersey, US",pmiddaugh,39.5713775852,-74.3776949691,https://www.inaturalist.org/observations/223549601
223549169,Northern Diamondback Terrapin,2024-06-18 10:24:33-04:00,2024-06-18 10:26:16-04:00,2024-06-24 14:55:50-04:00,"New Jersey, US",pmiddaugh,39.5224257994,-74.2694231538,https://www.inaturalist.org/observations/223549169
223548912,Northern Diamondback Terrapin,2024-06-18 10:23:49-04:00,2024-06-18 10:24:29-04:00,2024-06-24 14:56:55-04:00,"New Jersey, US",pmiddaugh,39.4120711779,-74.3352105952,https://www.inaturalist.org/observations/223548912
223548438,Northern Diamondback Terrapin,2024-06-18 10:19:49-04:00,2024-06-18 10:21:52-04:00,2024-06-24 14:57:51-04:00,"New Jersey, US",pmiddaugh,39.5850905921,-74.2793542507,https://www.inaturalist.org/observations/223548438
223548016,Northern Diamondback Terrapin,2024-06-18 10:16:48-04:00,2024-06-18 10:19:10-04:00,2024-06-24 14:58:38-04:00,"New Jersey, US",pmiddaugh,39.5143406091,-74.2327978812,https://www.inaturalist.org/observations/223548016
223547484,Northern Diamondback Terrapin,2024-06-18 10:13:07-04:00,2024-06-18 10:16:45-04:00,2024-06-24 14:59:42-04:00,"New Jersey, US",pmiddaugh,39.4973114072,-74.2141747046,https://www.inaturalist.org/observations/223547484
223546880,Northern Diamondback Terrapin,2024-06-18 10:10:51-04:00,2024-06-18 10:13:04-04:00,2024-06-18 12:00:35-04:00,"New Jersey, US",pmiddaugh,39.5517608933,-74.2129428324,https://www.inaturalist.org/observations/223546880
223545872,Northern Diamondback Terrapin,2024-06-18 10:02:39-04:00,2024-06-18 10:06:11-04:00,2024-06-18 12:00:43-04:00,"New Jersey, US",pmiddaugh,39.5899002219,-74.2580823098,https://www.inaturalist.org/observations/223545872
223545122,Northern Diamondback Terrapin,2024-06-18 10:00:30-04:00,2024-06-18 10:01:42-04:00,2024-06-18 12:00:58-04:00,"New Jersey, US",pmiddaugh,39.5343741475,-74.3789473592,https://www.inaturalist.org/observations/223545122
223544033,Northern Diamondback Terrapin,2024-06-18 09:53:06-04:00,2024-06-18 09:54:11-04:00,2024-06-18 12:01:24-04:00,"New Jersey, US",pmiddaugh,39.4894761326,-74.2272510332,https://www.inaturalist.org/observations/223544033
223543798,Northern Diamondback Terrapin,2024-06-18 09:48:24-04:00,2024-06-18 09:52:25-04:00,2024-06-18 12:01:42-04:00,"New Jersey, US",pmiddaugh,39.4750003042,-74.3501623434,https://www.inaturalist.org/observations/223543798
223543351,Northern Diamondback Terrapin,2024-06-18 09:49:35-04:00,2024-06-18 09:50:05-04:00,2024-06-18 12:01:53-04:00,"New Jersey, US",mike_skelly_nj,39.4531166228,-74.3123661844,https://www.inaturalist.org/observations/223543351
223543026,Northern Diamondback Terrapin,2024-06-18 09:48:01-04:00,2024-06-18 09:48:22-04:00,2024-06-18 12:06:01-04:00,"New Jersey, US",pmiddaugh,39.4699171796,-74.2546891749,https://www.inaturalist.org/observations/223543026
223542937,Northern Diamondback Terrapin,2024-06-18 09:47:27-04:00,2024-06-18 09:47:50-04:00,2024-06-18 12:06:07-04:00,"New Jersey, US",pmiddaugh,39.5870233074,-74.2636398728,https://www.inaturalist.org/observations/223542937
223542850,Northern Diamondback Terrapin,2024-06-18 09:46:43-04:00,2024-06-18 09:47:17-04:00,2024-06-18 12:06:17-04:00,"New Jersey, US",pmiddaugh,39.4556868586,-74.3242225116,https://www.inaturalist.org/observations/223542850
223542773,Northern Diamondback Terrapin,2024-06-18 09:45:42-04:00,2024-06-18 09:46:39-04:00,2024-06-18 12:02:01-04:00,"New Jersey, US",pmiddaugh,39.4162390314,-74.3765498715,https://www.inaturalist.org/observations/223542773
223542433,Northern Diamondback Terrapin,2024-06-18 09:41:11-04:00,2024-06-18 09:44:54-04:00,2024-06-18 12:02:19-04:00,"New Jersey, US",pmiddaugh,39.4401258468,-74.3300950217,https://www.inaturalist.org/observations/223542433
223542240,Northern Diamondback Terrapin,2024-06-18 09:41:57-04:00,2024-06-18 09:43:44-04:00,2024-06-24 14:56:55-04:00,"New Jersey, US",mike_skelly_nj,39.573546223,-74.3708264924,https://www.inaturalist.org/observations/223542240
223541832,Northern Diamondback Terrapin,2024-06-18 09:37:38-04:00,2024-06-18 09:41:48-04:00,2024-06-24 14:56:43-04:00,"New Jersey, US",mike_skelly_nj,39.5485320336,-74.2252515832,https://www.inaturalist.org/observations/223541832
223541542,Northern Diamondback Terrapin,2024-06-18 09:38:30-04:00,2024-06-18 09:40:29-04:00,2024-06-18 12:03:06-04:00,"New Jersey, US",pmiddaugh,39.5023984822,-74.2990658376,https://www.inaturalist.org/observations/223541542
223541183,Northern Diamondback Terrapin,2024-06-18 09:37:21-04:00,2024-06-18 09:38:27-04:00,2024-06-18 12:03:03-04:00,"New Jersey, US",pmiddaugh,39.4270700515,-74.3197132009,https://www.inaturalist.org/observations/223541183
223540695,Northern Diamondback Terrapin,2024-06-18 09:33:00-04:00,2024-06-18 09:35:16-04:00,2024-06-18 12:03:15-04:00,"New Jersey, US",pmiddaugh,39.4244170845,-74.2133153119,https://www.inaturalist.org/observations/223540695
223540661,Northern Diamondback Terrapin,2024-06-18 09:32:22-04:00,2024-06-18 09:35:00-04:00,2024-06-18 12:03:23-04:00,"New Jersey, US",mike_skelly_nj,39.4047268671,-74.3275578879,https://www.inaturalist.org/observations/223540661
223539145,Northern Diamondback Terrapin,2024-06-18 09:20:09-04:00,2024-06-18 09:25:58-04:00,2024-06-18 12:03:35-04:00,"New Jersey, US",pmiddaugh,39.4593569723,-74.2530594892,https://www.inaturalist.org/observations/223539145
223538496,Northern Diamondback Terrapin,2024-06-18 09:20:37-04:00,2024-06-18 09:21:20-04:00,2024-06-18 12:07:48-04:00,"New Jersey, US",mike_skelly_nj,39.4334461203,-74.2468333645,https://www.inaturalist.org/observations/223538496
